time,lat,lng,injured,killed
15:00,40.6838926,-73.9382220,1,0
15:54,40.6997906,-73.9500905,1,0
18:51,40.6855314,-73.9565517,1,0
20:00,40.5998348,-73.9682028,1,0
20:31,40.6556432,-73.9735535,1,0
20:24,40.6990904,-73.9560740,1,0
20:40,40.6539787,-73.9528241,1,0
3:46,40.6381529,-74.0139620,1,0
8:42,40.6283350,-73.9548849,1,0
11:05,40.6903471,-73.9602915,1,0
14:00,40.7082658,-73.9551194,1,0
14:30,40.6606564,-73.8857861,1,0
14:45,40.7140707,-73.9543399,1,0
17:30,40.6471319,-74.0046234,1,0
19:49,40.6454304,-73.9441709,1,0
21:05,40.6734608,-73.9794154,1,0
23:25,40.6662883,-73.9508365,1,0
2:40,40.7116782,-73.9649572,1,0
10:16,40.6556338,-73.9598617,1,0
10:55,40.6588619,-73.8659911,1,0
17:20,40.6506428,-73.9652631,1,0
18:30,40.6713548,-73.9567880,1,0
7:00,40.6845131,-73.9093801,1,0
8:40,40.6388536,-73.9969409,1,0
9:30,40.6297765,-73.9939944,1,0
16:40,40.6357409,-74.0260387,1,0
8:40,40.6949617,-73.9871620,1,0
16:08,40.6817692,-73.9675328,1,0
19:00,40.6494525,-73.9407657,1,0
22:40,40.6583141,-74.0035249,1,0
7:35,40.6388511,-73.9649270,1,0
8:30,40.6101268,-73.9752786,1,0
0:53,40.6445622,-73.9883500,1,0
10:20,40.6754368,-73.9779583,1,0
16:05,40.6250104,-74.0304259,1,0
16:21,40.6736940,-73.9671906,1,0
17:20,40.6759273,-73.9560676,1,0
18:30,40.6784123,-73.9791074,1,0
19:30,40.6106872,-73.9298871,1,0
15:40,40.6989727,-73.9570190,1,0
16:10,40.6721934,-73.9837849,1,0
16:35,40.6341296,-73.9285006,1,0
17:08,40.6798365,-73.9343968,1,0
7:50,40.6312473,-73.9888784,1,0
9:30,40.6895434,-73.9711421,1,0
9:35,40.6116390,-73.9128646,1,0
11:30,40.5983037,-73.9414808,1,0
13:30,40.6981167,-73.9775324,1,0
14:14,40.6241708,-73.9704715,1,0
15:53,40.6885651,-73.9301802,1,0
19:45,40.6793338,-73.9753215,1,0
1:55,40.7183865,-73.9571327,1,0
13:42,40.7015194,-73.9432259,1,0
14:15,40.6879835,-73.9677858,1,0
19:00,40.6874155,-73.9597127,1,0
21:30,40.6915436,-73.9684944,1,0
21:55,40.7159289,-73.9619104,1,0
11:00,40.6942141,-73.9593119,1,0
12:50,40.6769384,-73.9218247,1,0
15:25,40.7091682,-73.9608249,1,0
15:45,40.6489098,-73.8925523,1,0
16:05,40.7025280,-73.9593321,1,0
18:41,40.6690543,-73.9930284,1,0
23:35,40.6961310,-73.9871041,1,0
6:58,40.6855914,-73.9733144,1,0
17:01,40.7256163,-73.9444970,1,0
17:50,40.6667376,-73.9917345,1,0
18:22,40.6634816,-73.9844395,1,0
20:06,40.6783196,-73.9469195,1,0
0:01,40.7090791,-73.9574886,1,0
16:10,40.6365062,-73.9157145,1,0
18:20,40.6927648,-73.9457865,1,0
18:49,40.6676813,-73.9618082,1,0
18:57,40.6355816,-73.9915402,1,0
9:35,40.5999092,-73.9466325,1,0
9:45,40.6808521,-73.9774553,1,0
0:30,40.7010005,-73.9631812,1,0
11:30,40.6532670,-73.9392594,1,0
11:40,40.6753803,-73.9081956,1,0
18:05,40.6797866,-73.9384349,1,0
19:00,40.6341626,-74.0073571,1,0
19:19,40.6882320,-73.9331013,1,0
19:25,40.7042570,-73.9672080,1,0
19:55,40.5766254,-73.9847729,1,0
9:40,40.6331359,-73.9904957,1,0
14:43,40.6331168,-73.9557896,1,0
14:50,40.6800886,-73.9439725,1,0
15:05,40.7304639,-73.9514819,1,0
16:20,40.7140073,-73.9417147,1,0
